iter	MultiClass
328	0.8868473188
329	0.8844811707
330	0.8821950296
331	0.8798449215
332	0.8774470272
333	0.8749514137
334	0.8726519938
335	0.8706282609
336	0.8683955225
337	0.866169079
338	0.8636263301
339	0.8607772518
340	0.8590589468
341	0.8573553374
342	0.8550962979
343	0.8531171126
344	0.8507787922
345	0.8484698757
346	0.8463870529
347	0.844226227
348	0.8423111511
349	0.8400478156
350	0.8381196467
351	0.8362966004
352	0.8341185829
353	0.8323382766
354	0.8301315051
355	0.8280661552
356	0.8259289594
357	0.8239031731
358	0.8218683372
359	0.8196234519
360	0.8176477033
361	0.8157563619
362	0.8136473137
363	0.8116452778
364	0.8098572977
365	0.8082797722
366	0.806158645
367	0.804079931
368	0.801931724
369	0.8004033216
370	0.798589914
371	0.7967992229
372	0.7945502146
373	0.7927126183
374	0.7908912123
375	0.7888416002
376	0.7871354467
377	0.7851167671
378	0.7831668663
379	0.7812375761
380	0.7793000411
381	0.7776638185
382	0.7756896675
383	0.7737734127
384	0.7718342594
385	0.7703459325
386	0.7689933311
387	0.7673098023
388	0.7657986077
389	0.7643352484
390	0.7625159823
391	0.7609148316
392	0.759093919
393	0.7572712936
394	0.7555363401
395	0.753989113
396	0.7523529311
397	0.7508700793
398	0.7491912381
399	0.7479159232
400	0.7466379257
401	0.7452737948
402	0.7436737935
403	0.7421772515
404	0.7404341916
405	0.7388578337
406	0.7372767668
407	0.7356089126
408	0.734348535
409	0.7327925664
410	0.7310578227
411	0.7297607509
412	0.7284044931
413	0.7268530501
414	0.7252734235
415	0.723723475
416	0.722417965
417	0.7208210318
418	0.7193293774
419	0.7179433368
420	0.716529507
421	0.7152599053
422	0.7137345095
423	0.7124735557
424	0.7114757093
425	0.7104185867
426	0.7090142028
427	0.7077941676
428	0.7065649169
429	0.7054407272
430	0.7041779707
431	0.7027830711
432	0.7014048619
433	0.6999585167
434	0.6984983932
435	0.6970728501
436	0.695513914
437	0.6944521983
438	0.6933415214
439	0.6922507872
440	0.6910246989
441	0.6896398728
442	0.6884482585
443	0.687186081
444	0.6861093562
445	0.6848351389
446	0.6836409044
447	0.6826545596
448	0.6815324769
449	0.6803015023
450	0.6790342438
451	0.6779810015
452	0.676548304
453	0.6753377177
454	0.6740602465
455	0.6730316912
456	0.6717468558
457	0.6705566
458	0.6693545495
459	0.6682233543
460	0.6668950721
461	0.6657463764
462	0.6645636034
463	0.6634469443
464	0.6622220011
465	0.6611371237
466	0.6601559546
467	0.6590673977
468	0.6580599383
469	0.6570169357
470	0.65599433
471	0.655038384
472	0.6538905912
473	0.652676223
474	0.6515787559
475	0.6505675018
476	0.6495376757
477	0.6483998599
478	0.6474903529
479	0.6464860189
480	0.6454721598
481	0.6444259177
482	0.6435460076
483	0.6426331614
484	0.6415828506
485	0.6406367161
486	0.6397631717
487	0.6390148821
488	0.6381853824
489	0.6373262164
490	0.6360933733
491	0.6351424158
492	0.6340510494
493	0.6332241825
494	0.6321622759
495	0.6310150365
496	0.6303223742
497	0.6293619562
498	0.6281728857
499	0.6269644732
500	0.6260293199
501	0.6250271771
502	0.6241339032
503	0.6231367745
504	0.6220586535
505	0.6210749381
506	0.6203092693
507	0.6196608185
508	0.6187447455
509	0.6177391741
510	0.6168876872
511	0.6159856565
512	0.6152959613
513	0.614466849
514	0.6134202658
515	0.6125738942
516	0.6114987769
517	0.6105103362
518	0.6095514733
519	0.6085958731
520	0.6076710993
521	0.6068557231
522	0.6060304472
523	0.6050777276
524	0.6042445099
525	0.6035170567
526	0.6026916486
527	0.6018731331
528	0.6008435365
529	0.6000505366
530	0.5991149881
531	0.5983473979
532	0.5976697484
533	0.5967472761
534	0.5958229396
535	0.5950728948
536	0.5943194514
537	0.5933633188
538	0.592546405
539	0.5918235732
540	0.590967859
541	0.5900762718
542	0.5892979341
543	0.5884986026
544	0.5878393365
545	0.5871780642
546	0.5863525507
547	0.5857183106
548	0.584926443
549	0.5841225696
550	0.5833997292
551	0.58284233
552	0.5822260297
553	0.5814089254
554	0.580732174
555	0.5800466894
556	0.5793693125
557	0.5786747928
558	0.5777801343
559	0.5770449419
560	0.5763337218
561	0.5755667753
562	0.5746607291
563	0.5740207877
564	0.5733555037
565	0.5727759684
566	0.5722124732
567	0.5715905935
568	0.5708156442
569	0.5700141751
570	0.5693143997
571	0.5686095227
572	0.5681100902
573	0.5673457523
574	0.5666103605
575	0.5660474211
576	0.5653108619
577	0.5646524105
578	0.5639499041
579	0.5631910864
580	0.5625210601
581	0.5618830999
582	0.5613096892
583	0.5606633542
584	0.5599627997
585	0.559362788
586	0.5586860082
587	0.5579847508
588	0.5572673705
589	0.5566780347
590	0.5560126818
591	0.5553780371
592	0.5549007678
593	0.5542229192
594	0.5535317853
595	0.5529528832
596	0.5522049103
597	0.5515519733
598	0.5508304439
599	0.5503200796
600	0.5496475462
601	0.5489826897
602	0.5483322294
603	0.5477904804
604	0.5472544376
605	0.546686424
606	0.5460837387
607	0.5455298661
608	0.5448225114
609	0.5442010081
610	0.5435960492
611	0.5430759906
612	0.5424190291
613	0.5417840169
614	0.5411313976
615	0.5406069469
616	0.5398200231
617	0.5392082857
618	0.5385790001
619	0.5381164721
620	0.5374440808
621	0.5368358579
622	0.536238413
623	0.5357039905
624	0.5351189911
625	0.5345954247
626	0.5339130497
627	0.5334533918
628	0.5328718935
629	0.532317507
630	0.5317541949
631	0.531308499
632	0.5307537016
633	0.5301422342
634	0.5296808026
635	0.5291357949
636	0.5285920267
637	0.5281219535
638	0.52758219
639	0.5270862638
640	0.5266625808
641	0.5261605239
642	0.5257044795
643	0.5251664757
644	0.5245767052
645	0.523965454
646	0.5233765458
647	0.5227599013
648	0.5223610571
649	0.5219747439
650	0.5213955891
651	0.520840202
652	0.5204833329
653	0.520026721
654	0.5195689194
655	0.5190758011
656	0.5186774698
657	0.5182039792
658	0.5177471999
659	0.5173019389
660	0.5167351599
661	0.5163195498
662	0.5157662901
663	0.5152021796
664	0.5145604317
665	0.5141043548
666	0.5137012068
667	0.5131130336
668	0.5126254487
669	0.5121391637
670	0.5118239724
671	0.5114355483
672	0.5108954413
673	0.5104174977
674	0.5099634176
675	0.50957102
676	0.5090930183
677	0.5086300063
678	0.5082295232
679	0.5077600404
680	0.5072542738
681	0.5068669225
682	0.5065006171
683	0.5059912605
684	0.5054647225
685	0.5049765108
686	0.5046362248
687	0.5041403865
688	0.5038028429
689	0.5033273617
690	0.5028441732
691	0.5024633612
692	0.5020637211
693	0.5015229031
694	0.5011945903
695	0.5008685535
696	0.5004949035
697	0.5001248746
698	0.4998268784
699	0.4994012731
700	0.4989353222
701	0.4985166689
702	0.4981203921
703	0.4976722323
704	0.4973588026
705	0.4968458407
706	0.4963849702
707	0.4960536328
708	0.4957012672
709	0.4953352203
710	0.4949482447
711	0.4945930263
712	0.4942295491
713	0.4938841905
714	0.4934501758
715	0.4930714815
716	0.4926252216
717	0.4922206029
718	0.4917761827
719	0.4913548262
720	0.4909889474
721	0.4906675654
722	0.4902774029
723	0.4898508376
724	0.4895034288
725	0.4890628059
726	0.4886454782
727	0.4882443358
728	0.4878802442
729	0.4874541409
730	0.487127297
731	0.4867787696
732	0.4864512148
733	0.4859839954
734	0.4855921083
735	0.4853240825
736	0.4849211236
737	0.484513226
738	0.4841816186
739	0.4838764359
740	0.4835519761
741	0.4831759841
742	0.4827379422
743	0.4824012253
744	0.4820971111
745	0.4816948692
746	0.4813544771
747	0.4810538986
748	0.4806972613
749	0.4803084221
750	0.4799120469
751	0.4796048519
752	0.4793113046
753	0.4789742637
754	0.4785616
755	0.4781599008
756	0.477779292
757	0.4774144997
758	0.4770663599
759	0.4766706364
760	0.4762986713
761	0.4758782976
762	0.4754913202
763	0.4752548723
764	0.4748868988
765	0.4745328785
766	0.4742651101
767	0.4739221961
768	0.4736339353
769	0.4733651174
770	0.4729760748
771	0.4727187243
772	0.4724525297
773	0.4720486992
774	0.4716945537
775	0.4713115464
776	0.4709543423
777	0.4706733627
778	0.4703453868
779	0.4699755914
780	0.4695474826
781	0.4692855319
782	0.4689099128
783	0.468567145
784	0.4682197275
785	0.4678425609
786	0.4675274608
787	0.4671666934
788	0.4668178984
789	0.4666121751
790	0.4662137144
791	0.4658853524
792	0.4656106103
793	0.4652391862
794	0.4649159362
795	0.4645564614
796	0.4642886143
797	0.4639234075
798	0.4635671521
799	0.4633086414
800	0.4629940989
801	0.4626735827
802	0.4623455608
803	0.4620301212
804	0.4618188721
805	0.4614920379
806	0.4611782841
807	0.4608595798
808	0.4605908458
809	0.4602629929
810	0.4599344898
811	0.4595525892
812	0.4592524486
813	0.4590021982
814	0.4587458141
815	0.4585035525
816	0.4581836609
817	0.4578502501
818	0.4575390516
819	0.4572208742
820	0.4568708076
821	0.4566374971
822	0.4564238066
823	0.4561437295
824	0.4559360267
825	0.4557073118
826	0.4553807225
827	0.4550549321
828	0.4547800065
829	0.4544801308
830	0.4542991397
831	0.4539547032
832	0.4537594123
833	0.4535173197
834	0.4531834074
835	0.4528769701
836	0.4525500721
837	0.4522291488
838	0.4519587547
839	0.4516083684
840	0.4513405867
841	0.4510296528
842	0.4507948557
843	0.4505181737
844	0.4502959459
845	0.4500058272
846	0.4497272385
847	0.4495098976
848	0.4492511281
849	0.4489336028
850	0.44862173
851	0.4483693654
852	0.4481090277
853	0.4479179036
854	0.4477075247
855	0.4473770341
856	0.4470749436
857	0.4467064392
858	0.4464534805
859	0.4460876068
860	0.4457923324
861	0.4456077543
862	0.4453546559
863	0.4451377564
864	0.4448083259
865	0.4445429856
866	0.4443110518
867	0.4440778668
868	0.4438451655
869	0.4436521049
870	0.4434489589
871	0.4431742655
872	0.4429155168
873	0.4426491472
874	0.4424550649
875	0.4422208659
876	0.4419584529
877	0.4417506336
878	0.4415726331
879	0.4413264539
880	0.4410420181
881	0.4408454612
882	0.4405485217
883	0.4402539355
884	0.4399512388
885	0.4397204987
886	0.4394993764
887	0.4392543398
888	0.4389742948
889	0.4387740977
890	0.4385286582
891	0.4383140452
892	0.4381165883
893	0.4378110214
894	0.4375524311
895	0.4372467515
896	0.4370348991
897	0.4367858664
898	0.4365959953
899	0.4363244686
900	0.436045404
901	0.4357527208
902	0.4355259526
903	0.4352982166
904	0.4351035074
905	0.4348895587
906	0.4346885334
907	0.4345149502
908	0.4343545879
909	0.434087715
910	0.4338496623
911	0.4336105349
912	0.4333725551
913	0.4331320127
914	0.4329196213
915	0.4326510344
916	0.4324307417
917	0.4322171034
918	0.4319439039
919	0.4317203187
920	0.4314885859
921	0.4313140138
922	0.4310948316
923	0.4308818253
924	0.4306726168
925	0.4304359189
926	0.430264377
927	0.4300615557
928	0.4298585603
929	0.4296413466
930	0.4294328581
931	0.4292681186
932	0.4290796809
933	0.4289391092
934	0.4287650783
935	0.4285237364
936	0.4283163711
937	0.4281477847
938	0.4279389387
939	0.4277370468
940	0.4275052295
941	0.4273196372
942	0.4270785891
943	0.4267811568
944	0.4266004477
945	0.4264321466
946	0.426212824
947	0.4260715137
948	0.4258740802
949	0.4256144931
950	0.4253952765
951	0.4251612562
952	0.4249632379
953	0.4247143482
954	0.4245746863
955	0.4243445358
956	0.4241500993
957	0.4239868318
958	0.4238249893
959	0.4235964905
960	0.4234076056
961	0.4232141876
962	0.4230787737
963	0.4228709776
964	0.4226813457
965	0.4225018673
966	0.4223092007
967	0.4220569139
968	0.4218043138
969	0.4215877995
970	0.4213960411
971	0.4211995652
972	0.4210313549
973	0.4208107649
974	0.4206257225
975	0.4204365653
976	0.4202124738
977	0.4200820613
978	0.4198407875
979	0.419593141
980	0.4194056273
981	0.4192228907
982	0.4190229828
983	0.4188730578
984	0.4187497008
985	0.4186089088
986	0.4183634067
987	0.4182038573
988	0.4179986264
989	0.4178041763
990	0.417600967
991	0.4174042845
992	0.4172004159
993	0.4169868844
994	0.4168590079
995	0.4167062009
996	0.4165455111
997	0.4163426821
998	0.4161954944
999	0.4160045445
